Timestamp,Class Name,Count
2024-04-11 13:28:49,person,4
2024-04-11 13:28:49,bench,1
2024-04-11 13:28:49,chair,8
2024-04-11 13:28:49,refrigerator,1
2024-04-11 13:28:49,backpack,1
