Timestamp,Class Name,Count
2024-04-11 09:49:19,person,6
2024-04-11 09:49:19,suitcase,6
2024-04-11 09:49:20,person,6
2024-04-11 09:49:20,suitcase,6
2024-04-11 09:49:21,person,6
2024-04-11 09:49:21,suitcase,6
2024-04-11 09:49:22,person,6
2024-04-11 09:49:22,suitcase,6
2024-04-11 09:49:23,person,6
2024-04-11 09:49:23,suitcase,6
2024-04-11 09:49:24,person,8
2024-04-11 09:49:24,suitcase,8
2024-04-11 09:49:25,person,2
2024-04-11 09:49:25,suitcase,2
