Timestamp,Class Name,Count
2024-04-11 09:49:10,person,3
2024-04-11 09:49:10,chair,9
2024-04-11 09:49:10,refrigerator,2
2024-04-11 09:49:10,tv,1
2024-04-11 09:49:10,suitcase,1
2024-04-11 09:49:11,person,3
2024-04-11 09:49:11,chair,9
2024-04-11 09:49:11,refrigerator,2
2024-04-11 09:49:11,tv,1
2024-04-11 09:49:11,suitcase,1
